Taxon,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
Crocodylus porosus,RU,MC,AU,,8,leather products (small),,P,R
Crocodylus porosus,RU,MC,ID,,2,leather products (small),,P,C
Crocodylus porosus,RU,SG,AU,,1,leather products (small),,T,C
Crocodylus porosus,SA,FR,AU,,2.5,leather products (small),,T,C
Crocodylus porosus,SA,FR,AU,,4.5,leather products (small),,T,R
Crocodylus porosus,SA,FR,PG,,1,leather products (small),,T,C
Crocodylus porosus,SA,GB,AU,,1,leather products (small),,T,R
Crocodylus porosus,SA,IT,AU,,1,leather products (small),,P,C
Crocodylus porosus,SA,IT,AU,,1,leather products (small),,P,R
Crocodylus porosus,SA,IT,AU,,1,leather products (small),,P,W
Crocodylus porosus,SA,IT,AU,,16,leather products (small),,T,R
Crocodylus porosus,SA,IT,PG,,1,leather products (small),,P,C
Crocodylus porosus,SE,AU,,27,,leather products (small),,T,R
Crocodylus porosus,SG,AU,,120,,oil,l,T,R
Crocodylus porosus,SG,AU,,6506,,skins,,T,R
Crocodylus porosus,SG,AU,,1250,,skin pieces,,T,R
Crocodylus porosus,SG,BE,XV,,1,leather products (small),,,
Crocodylus porosus,SG,CN,ID,,1,skins,,E,C
Crocodylus porosus,SG,CN,ID,1,,skins,,T,C
Crocodylus porosus,SG,CN,PG,,8,skins,,E,W
Crocodylus porosus,SG,CN,PG,8,,skins,,T,W
Crocodylus porosus,SG,DE,AU,20,20,skins,,T,C
Crocodylus porosus,SG,FR,AU,,2,leather products (large),,T,R
Crocodylus porosus,SG,FR,AU,,81.99,leather products (small),,T,C
Crocodylus porosus,SG,FR,AU,,100.16,leather products (small),,T,R
Crocodylus porosus,SG,FR,AU,95,95,skins,,T,C
Crocodylus porosus,SG,FR,AU,194,194,skins,,T,R
Crocodylus porosus,SG,FR,AU,,10.43,skin pieces,,T,R
Crocodylus porosus,SG,FR,ID,,11,leather products (small),,T,C
Crocodylus porosus,SG,FR,PG,,77.5,leather products (small),,T,C
Crocodylus porosus,SG,FR,PG,,2,leather products (small),,T,W
Crocodylus porosus,SG,FR,PG,7,7,skins,,T,C
Crocodylus porosus,SG,FR,PG,21,21,skins,,T,W
Crocodylus porosus,SG,HK,AU,,8,leather products (large),,T,R
Crocodylus porosus,SG,HK,AU,4,,skins,,T,C
Crocodylus porosus,SG,HK,AU,,4,skin pieces,,T,C
Crocodylus porosus,SG,HK,ID,1,1,skins,,T,C
Crocodylus porosus,SG,HK,ID,4,2,skins,,T,R
Crocodylus porosus,SG,HK,PG,3,3,skins,,T,W
Crocodylus porosus,SG,ID,AU,,2,leather products (small),,T,C
Crocodylus porosus,SG,ID,AU,,1,leather products (small),,T,R
Crocodylus porosus,SG,ID,,550,1050,skins,,T,C
Crocodylus porosus,SG,ID,,767,638,skins,,T,R
Crocodylus porosus,SG,ID,,500,,skin pieces,,T,C
Crocodylus porosus,SG,IT,AU,,1,garments,,T,C
Crocodylus porosus,SG,IT,AU,,1,garments,,T,R
Crocodylus porosus,SG,IT,AU,,4,leather products (small),,P,C
Crocodylus porosus,SG,IT,AU,,6,leather products (small),,P,R
Crocodylus porosus,SG,IT,AU,,1,leather products (small),,P,W
Crocodylus porosus,SG,IT,AU,,6,leather products (small),,T,C
Crocodylus porosus,SG,IT,AU,,4,leather products (small),,T,R
Crocodylus porosus,SG,IT,AU,5,,skins,,T,C
Crocodylus porosus,SG,IT,ID,,3,leather products (small),,T,C
Crocodylus porosus,SG,IT,PG,,1,leather products (small),,T,C
Crocodylus porosus,SG,IT,PG,,3,leather products (small),,T,W
Crocodylus porosus,SG,JP,AU,,1,leather products (small),,T,R
Crocodylus porosus,SG,JP,PG,,1,leather products (small),,P,C
Crocodylus porosus,SG,JP,PG,,10,leather products (small),,T,C
Crocodylus porosus,SG,JP,PG,,4,leather products (small),,T,W
Crocodylus porosus,SG,MO,AU,,3,leather products (small),,T,R
Crocodylus porosus,SG,MY,AU,,17,leather products (small),,T,C
Crocodylus porosus,SG,MY,AU,,2,leather products (small),,T,R
Crocodylus porosus,SG,NZ,AU,,1,leather products (small),,T,C
Crocodylus porosus,SG,PG,,443,,skins,,T,W
Crocodylus porosus,SG,PH,AU,,3,leather products (small),,T,C
Crocodylus porosus,SG,US,AU,,1,leather products (small),,T,C
Crocodylus porosus,SG,US,AU,,1,leather products (small),,T,R
Crocodylus porosus,SK,ID,,10,10,skins,,T,C
Crocodylus porosus,SM,FR,PG,,3,leather products (small),,T,C
Crocodylus porosus,SM,FR,PG,,5,leather products (small),,T,W
Crocodylus porosus,TH,DK,AU,,1,leather products (large),,P,R
Crocodylus porosus,TH,ES,AU,,1,leather products (small),,T,R
Crocodylus porosus,TH,ES,PG,,1,leather products (small),,T,C
Crocodylus porosus,TH,FR,AU,,36,leather products (small),,T,C
Crocodylus porosus,TH,FR,AU,,62.5,leather products (small),,T,R
Crocodylus porosus,TH,FR,AU,,2,skins,,T,C
Crocodylus porosus,TH,FR,AU,,18,skins,,T,R
Crocodylus porosus,TH,FR,AU,,4,skin pieces,,T,R
Crocodylus porosus,TH,FR,ID,,1,leather products (small),,T,C
Crocodylus porosus,TH,FR,PG,,12,leather products (small),,T,C
Crocodylus porosus,TH,FR,PG,,7,skins,,T,C
Crocodylus porosus,TH,HK,AU,,13,leather products (small),,T,R
Crocodylus porosus,TH,HK,PG,,1,leather products (small),,T,C
Crocodylus porosus,TH,ID,,,1800,skins,,T,C
Crocodylus porosus,TH,IT,AU,,4,leather products (small),,P,C
Crocodylus porosus,TH,IT,AU,,13,leather products (small),,P,R
Crocodylus porosus,TH,IT,AU,,1,leather products (small),,P,W
Crocodylus porosus,TH,IT,AU,,26,skins,,T,R
Crocodylus porosus,TH,IT,ID,,40,skins,,T,R
Crocodylus porosus,TH,IT,PG,,1,leather products (large),,P,W
Crocodylus porosus,TH,IT,PG,,1,leather products (small),,P,C
Crocodylus porosus,TH,JP,AU,,15,skins,,T,R
Crocodylus porosus,TH,JP,PG,,1,leather products (small),,T,C
Crocodylus porosus,TH,JP,PG,,131,skins,,T,C
Crocodylus porosus,TH,JP,PG,,20,skins,,T,W
Crocodylus porosus,TH,LU,PG,,1,leather products (small),,T,C
Crocodylus porosus,TH,MC,AU,,1,leather products (small),,P,C
Crocodylus porosus,TH,SG,AU,,1,leather products (large),,T,C
Crocodylus porosus,TH,SG,AU,,9,leather products (small),,T,C
Crocodylus porosus,TH,SG,AU,,6,leather products (small),,T,R
Crocodylus porosus,TH,SG,ID,,2,leather products (large),,T,R
Crocodylus porosus,TH,SG,PG,,2,leather products (small),,T,C
Crocodylus porosus,TM,FR,PG,,11,leather products (small),,T,C
Crocodylus porosus,TM,IT,AU,,4,garments,,T,C
Crocodylus porosus,TM,IT,ID,,8,leather products (small),,T,C
Crocodylus porosus,TR,CH,AU,1,,leather products (small),,T,C
Crocodylus porosus,TR,CH,PG,1,,leather products (small),,T,C
Crocodylus porosus,TR,FR,AU,2,0.5,garments,,T,C
Crocodylus porosus,TR,FR,AU,,0.5,garments,,T,R
Crocodylus porosus,TR,FR,AU,12,6.17,leather products (small),,T,C
Crocodylus porosus,TR,FR,AU,4,4,leather products (small),,T,R
Crocodylus porosus,TR,FR,AU,153,,skins,,T,C
Crocodylus porosus,TR,FR,AU,35,9,skins,,T,R
Crocodylus porosus,TR,FR,AU,2,,skins,,T,W
Crocodylus porosus,TR,FR,AU,174.08,174.08,skin pieces,kg,T,C
Crocodylus porosus,TR,FR,AU,96.36,96.36,skin pieces,kg,T,R
Crocodylus porosus,TR,FR,ID,,25,skins,,T,R
Crocodylus porosus,TR,FR,IL,38,,skins,,T,C
Crocodylus porosus,TR,FR,MG,4,,skins,,T,C
Crocodylus porosus,TR,FR,PG,10,10,leather products (small),,T,C
Crocodylus porosus,TR,FR,PG,7,7,leather products (small),,T,W
Crocodylus porosus,TR,FR,PG,97,,skins,,T,C
Crocodylus porosus,TR,FR,PG,105,,skins,,T,W
Crocodylus porosus,TR,FR,PG,51.84,51.84,skin pieces,kg,T,C
Crocodylus porosus,TR,FR,ZA,4,,skins,,T,C
Crocodylus porosus,TR,FR,ZM,8,,skins,,T,C
Crocodylus porosus,TR,FR,ZM,14,,skins,,T,R
Crocodylus porosus,TR,FR,ZW,,1,leather products (small),,T,C
Crocodylus porosus,TR,FR,ZW,26,,skins,,T,C
Crocodylus porosus,TR,FR,ZW,4,,skins,,T,R
Crocodylus porosus,TR,IT,AU,16,16,leather products (small),,T,R
Crocodylus porosus,TR,IT,ID,3,3,garments,,T,C
Crocodylus porosus,TR,IT,ID,12,12,leather products (small),,T,C
Crocodylus porosus,TR,IT,PG,18,6,garments,,T,W
Crocodylus porosus,TR,IT,PG,,1,leather products (small),,T,C
Crocodylus porosus,TR,IT,PG,1,1,leather products (small),,T,W
Crocodylus porosus,TW,BE,AU,,2,leather products (small),,,
Crocodylus porosus,TW,BE,PG,,1,leather products (small),,,
Crocodylus porosus,TW,BE,XV,,1,leather products (small),,,
Crocodylus porosus,TW,DE,PG,,5,leather products (small),,T,C
Crocodylus porosus,TW,FR,AU,,1,garments,,T,R
Crocodylus porosus,TW,FR,AU,,1,leather products (large),,T,R
Crocodylus porosus,TW,FR,AU,,35.5,leather products (small),,T,C
Crocodylus porosus,TW,FR,AU,,44,leather products (small),,T,R
Crocodylus porosus,TW,FR,AU,,24.29,skin pieces,,T,R
Crocodylus porosus,TW,FR,ID,,3,leather products (small),,T,C
Crocodylus porosus,TW,FR,PG,,21,leather products (small),,T,C
Crocodylus porosus,TW,FR,PG,,4,leather products (small),,T,W
Crocodylus porosus,TW,FR,ZW,,1,leather products (small),,T,C
Crocodylus porosus,TW,IT,AU,,5,leather products (small),,P,C
Crocodylus porosus,TW,IT,AU,,14,leather products (small),,P,R
Crocodylus porosus,TW,IT,AU,,5,leather products (small),,T,C
Crocodylus porosus,TW,IT,AU,,8,leather products (small),,T,R
Crocodylus porosus,TW,JP,AU,,1,leather products (small),,P,R
Crocodylus porosus,TW,JP,ID,,1,leather products (small),,T,R
Crocodylus porosus,TW,MY,AU,,1,leather products (small),,T,C
Crocodylus porosus,TW,SG,PG,,1,leather products (small),,T,W
Crocodylus porosus,UA,FR,AU,,1,leather products (large),,T,R
Crocodylus porosus,UA,FR,PG,,2,garments,,T,C
Crocodylus porosus,UA,FR,PG,,1,leather products (large),,T,C
Crocodylus porosus,UA,FR,PG,,24,leather products (small),,T,C
Crocodylus porosus,UA,FR,PG,,15,leather products (small),,T,W
Crocodylus porosus,UA,IT,AU,,1,leather products (large),,P,R
Crocodylus porosus,UA,IT,AU,,1,leather products (small),,P,R
Crocodylus porosus,UA,IT,AU,,1,leather products (small),,T,C
Crocodylus porosus,UA,IT,AU,,28,leather products (small),,T,R
Crocodylus porosus,UA,IT,ID,,2,leather products (small),,P,C
Crocodylus porosus,UA,MC,AU,,1,leather products (small),,P,C
Crocodylus porosus,UA,MC,ID,,1,leather products (small),,P,C
Crocodylus porosus,US,AE,TH,,1,skins,,T,D
Crocodylus porosus,US,AU,PG,86,,leather products (small),,T,C
Crocodylus porosus,US,AU,PG,434,,teeth,,T,C
Crocodylus porosus,US,AU,,2,,garments,,T,I
Crocodylus porosus,US,AU,,48,,garments,,T,R
Crocodylus porosus,US,AU,,3,,leather products (small),,P,R
Crocodylus porosus,US,AU,,196,,leather products (small),,T,C
Crocodylus porosus,US,AU,,293,,leather products (small),,T,R
Crocodylus porosus,US,AU,,325,,leather products (small),,T,W
Crocodylus porosus,US,AU,,171,,meat,kg,T,R
Crocodylus porosus,US,AU,,1,,skins,,T,W
Crocodylus porosus,US,AU,,8,,skulls,,P,C
Crocodylus porosus,US,AU,,2,,trophies,,H,W
Crocodylus porosus,US,AU,,1,,trophies,,P,W
Crocodylus porosus,US,BE,AU,4,,leather products (small),,T,R
Crocodylus porosus,US,BE,AU,1,,leather products (small),,T,W
Crocodylus porosus,US,BE,AU,,4,leather products (small),,,
Crocodylus porosus,US,BE,ID,1,,leather products (small),,T,C
Crocodylus porosus,US,BE,PG,1,,leather products (small),,T,C
Crocodylus porosus,US,BE,PG,,3,leather products (small),,,
Crocodylus porosus,US,CA,AU,1,,leather products (small),,T,C
Crocodylus porosus,US,CA,PG,1,,leather products (small),,T,C
Crocodylus porosus,US,CA,PG,1,,leather products (small),,T,I
Crocodylus porosus,US,CH,AU,1,,leather products (large),,T,R
Crocodylus porosus,US,CH,AU,167,,leather products (small),,T,C
Crocodylus porosus,US,CH,AU,17,,leather products (small),,T,R
Crocodylus porosus,US,CH,AU,3,,leather products (small),,T,W
Crocodylus porosus,US,CH,ID,1,,leather products (small),,T,C
Crocodylus porosus,US,DK,XX,,1,leather products (large),,P,W
Crocodylus porosus,US,ES,AU,6,6,leather products (small),,T,C
Crocodylus porosus,US,ES,AU,,2,leather products (small),,T,R
Crocodylus porosus,US,FR,AU,,10,carvings,,T,R
Crocodylus porosus,US,FR,AU,1,0.14,garments,,T,C
Crocodylus porosus,US,FR,AU,20,19.84,garments,,T,R
Crocodylus porosus,US,FR,AU,5,4,leather products (large),,T,C
Crocodylus porosus,US,FR,AU,12,6.5,leather products (large),,T,R
Crocodylus porosus,US,FR,AU,413,199.32,leather products (small),,T,C
Crocodylus porosus,US,FR,AU,1,,leather products (small),,T,I
Crocodylus porosus,US,FR,AU,795,577.17,leather products (small),,T,R
Crocodylus porosus,US,FR,AU,2,,leather products (small),,T,W
Crocodylus porosus,US,FR,AU,,59,skins,,T,C
Crocodylus porosus,US,FR,AU,64,,skins,,T,I
Crocodylus porosus,US,FR,AU,228,197,skins,,T,R
Crocodylus porosus,US,FR,AU,60,60.14,skin pieces,,T,R
Crocodylus porosus,US,FR,PG,1,5,leather products (large),,T,C
Crocodylus porosus,US,FR,PG,1,,leather products (large),,T,W
Crocodylus porosus,US,FR,PG,281,243.83,leather products (small),,T,C
Crocodylus porosus,US,FR,PG,1,1,leather products (small),,T,R
Crocodylus porosus,US,FR,PG,240,241,leather products (small),,T,W
Crocodylus porosus,US,FR,PG,,20,skins,,T,C
Crocodylus porosus,US,FR,PG,32,,skins,,T,I
Crocodylus porosus,US,GB,AU,4,,jewellery,,T,R
Crocodylus porosus,US,GB,AU,7,,leather products (small),,T,C
Crocodylus porosus,US,GB,AU,13,12,leather products (small),,T,R
Crocodylus porosus,US,GB,PG,44,1,leather products (small),,T,C
Crocodylus porosus,US,HK,AU,2,,skin pieces,,T,R
Crocodylus porosus,US,ID,XX,,1,leather products (small),,P,C
Crocodylus porosus,US,IE,AU,1,,leather products (small),,P,R
Crocodylus porosus,US,IE,AU,,1,leather products (small),,T,R
Crocodylus porosus,US,IT,AU,,1,garments,,P,C
Crocodylus porosus,US,IT,AU,1,1,garments,,T,C
Crocodylus porosus,US,IT,AU,20,5,garments,,T,R
Crocodylus porosus,US,IT,AU,,1,leather products (large),,P,C
Crocodylus porosus,US,IT,AU,21,12,leather products (large),,T,C
Crocodylus porosus,US,IT,AU,8,2,leather products (large),,T,R
Crocodylus porosus,US,IT,AU,1,11,leather products (small),,P,C
Crocodylus porosus,US,IT,AU,3,25,leather products (small),,P,R
Crocodylus porosus,US,IT,AU,1,,leather products (small),,P,W
Crocodylus porosus,US,IT,AU,283,141,leather products (small),,T,C
Crocodylus porosus,US,IT,AU,131,35,leather products (small),,T,R
Crocodylus porosus,US,IT,AU,24,18,leather products (small),,T,W
Crocodylus porosus,US,IT,AU,2,,skin pieces,,T,R
Crocodylus porosus,US,IT,ID,1,1,skins,,T,R
Crocodylus porosus,US,IT,PG,,1,garments,,P,W
Crocodylus porosus,US,IT,PG,1,2,garments,,T,C
Crocodylus porosus,US,IT,PG,1,1,garments,,T,W
Crocodylus porosus,US,IT,PG,13,8,leather products (large),,T,C
Crocodylus porosus,US,IT,PG,,1,leather products (small),,P,C
Crocodylus porosus,US,IT,PG,5,3,leather products (small),,T,C
Crocodylus porosus,US,IT,PG,2,,leather products (small),,T,I
Crocodylus porosus,US,IT,PG,91,99,leather products (small),,T,W
Crocodylus porosus,US,IT,PG,1,1,skin pieces,,T,W
Crocodylus porosus,US,JP,AU,,4,skins,,T,C
Crocodylus porosus,US,JP,PG,,3,leather products (small),,T,C
Crocodylus porosus,US,JP,PG,,1,skins,,T,C
Crocodylus porosus,US,KR,PG,20,,leather products (small),,T,C
Crocodylus porosus,US,KR,PG,10,,leather products (small),,T,I
Crocodylus porosus,US,MC,AU,,2,leather products (small),,P,C
Crocodylus porosus,US,MC,AU,,2,leather products (small),,P,R
Crocodylus porosus,US,MC,ID,,2,leather products (small),,P,C
Crocodylus porosus,US,NZ,AU,3,,leather products (large),,T,R
Crocodylus porosus,US,NZ,AU,6,,leather products (small),,T,I
Crocodylus porosus,US,NZ,AU,,9,leather products (small),,T,R
Crocodylus porosus,US,SG,AU,8,,leather products (small),,T,C
Crocodylus porosus,US,SG,AU,11,,leather products (small),,T,R
Crocodylus porosus,US,SG,AU,,32,skins,,T,R
Crocodylus porosus,US,SG,AU,32,,skins,,T,W
Crocodylus porosus,US,SG,AU,700,700,skin pieces,,T,R
Crocodylus porosus,US,SG,PG,3,,leather products (small),,T,C
Crocodylus porosus,US,SG,PG,4,2,leather products (small),,T,W
Crocodylus porosus,UZ,FR,PG,,7,leather products (small),,T,C
Crocodylus porosus,UZ,IT,AU,,31,garments,,T,R
Crocodylus porosus,UZ,IT,AU,,1,leather products (small),,T,C
Crocodylus porosus,UZ,IT,AU,,3,leather products (small),,T,R
Crocodylus porosus,UZ,IT,ID,,2,leather products (small),,T,C
Crocodylus porosus,UZ,IT,PG,,1,leather products (small),,T,C
Crocodylus porosus,VE,AE,GN,,2,leather products (small),,T,C
Crocodylus porosus,VN,FR,AU,,5,leather products (small),,T,C
Crocodylus porosus,VN,FR,AU,,3,leather products (small),,T,R
Crocodylus porosus,VN,FR,AU,,2,skins,,T,C
Crocodylus porosus,VN,FR,AU,,8.14,skin pieces,,T,R
Crocodylus porosus,VN,FR,PG,,10,leather products (small),,T,C
Crocodylus porosus,VN,IT,AU,,2,leather products (small),,P,C
Crocodylus porosus,VN,IT,AU,,1,leather products (small),,P,R
Crocodylus porosus,VN,IT,AU,,2,leather products (small),,T,R
Crocodylus porosus,VN,JP,ID,,10,skins,,T,R
Crocodylus porosus,VN,JP,PG,,1,leather products (small),,P,C
Crocodylus porosus,VN,MC,AU,,1,leather products (small),,P,C
Crocodylus porosus,VN,SG,AU,,3,leather products (small),,T,C
Crocodylus porosus,VN,SG,PG,,1,leather products (small),,T,C
Crocodylus porosus,VN,SG,PG,,1,leather products (small),,T,W
Crocodylus porosus,XX,FR,AU,,1,carvings,,T,R
Crocodylus porosus,XX,FR,AU,,106,leather products (small),,T,C
Crocodylus porosus,XX,FR,AU,,102.49,leather products (small),,T,R
Crocodylus porosus,XX,FR,AU,,1,leather products (small),,T,W
Crocodylus porosus,XX,FR,PG,,29,leather products (small),,T,C
Crocodylus porosus,XX,FR,PG,,9,leather products (small),,T,W
Crocodylus porosus,XX,IT,AU,,1,garments,,T,C
Crocodylus porosus,XX,IT,AU,,2,leather products (small),,P,R
Crocodylus porosus,XX,IT,AU,,4,leather products (small),,T,C
Crocodylus porosus,XX,IT,AU,,5,leather products (small),,T,R
Crocodylus porosus,XX,IT,AU,,2,skin pieces,,T,R
Crocodylus porosus,XX,IT,ID,,5,leather products (small),,T,C
Crocodylus porosus,XX,IT,ID,,3,skins,,T,C
Crocodylus porosus,XX,IT,ID,,1,skins,,T,R
Crocodylus porosus,XX,IT,PG,,2,leather products (small),,T,R
Crocodylus porosus,XX,MC,AU,,1,garments,,P,C
Crocodylus porosus,XX,MC,AU,,66,leather products (small),,P,C
Crocodylus porosus,XX,MC,AU,,120,leather products (small),,P,R
Crocodylus porosus,XX,MC,AU,,3,leather products (small),,P,W
Crocodylus porosus,XX,MC,FR,,2,leather products (small),,P,C
Crocodylus porosus,XX,MC,ID,,43,leather products (small),,P,C
Crocodylus porosus,XX,MC,PG,,25,leather products (small),,P,C
Crocodylus porosus,XX,MC,PG,,4,leather products (small),,P,W
Crocodylus porosus,XX,MC,PH,,2,leather products (small),,P,D
Crocodylus porosus,ZA,IT,ID,,1,garments,,T,C
